pdb2yuq.pdb, A, 19, 75
pdb3a98.pdb, A, 4, 67
pdb3c0c.pdb, A, 308, 363
pdb3cqt.pdb, A, 2, 58
pdb3eg0.pdb, A, 64, 119
pdb3eg1.pdb, A, 64, 119
pdb3eg2.pdb, A, 62, 119
pdb3eg3.pdb, A, 62, 119
pdb3egu.pdb, A, 63, 119
pdb3ehq.pdb, A, 15, 97
pdb3ehr.pdb, A, 14, 73
pdb3gbq.pdb, A, 1, 56
pdb3h0f.pdb, A, 84, 141
pdb3h0h.pdb, A, 84, 141
pdb3h0i.pdb, B, 84, 141
pdb3i35.pdb, A, 205, 261
pdb3i5r.pdb, A, 5, 77
pdb3i5s.pdb, B, 5, 77
pdb3i9q.pdb, A, 6, 61
pdb3iql.pdb, A, 292, 347
pdb3jv3.pdb, A, 1151, 1205
pdb3kfv.pdb, A, 492, 624
pdb3lh5.pdb, A, 519, 636
pdb3m0p.pdb, A, 7, 61
pdb3m0q.pdb, A, 7, 61
pdb3m0r.pdb, A, 6, 61
pdb3m0s.pdb, A, 6, 61
pdb3m0t.pdb, A, 6, 61
pdb3m0u.pdb, A, 6, 61
pdb3ngp.pdb, A, 6, 61
pdb3nhn.pdb, A, 83, 140
pdb3nmz.pdb, D, 196, 251
pdb3o5z.pdb, A, 7, 81
pdb3pe0.pdb, B, 833, 886
pdb3pvl.pdb, A, 1568, 1632
pdb3qwx.pdb, X, 117, 174
pdb3qwy.pdb, B, 117, 174
pdb3r6n.pdb, A, 460, 513
pdb3rbb.pdb, B, 80, 136
pdb3rea.pdb, D, 80, 136
pdb3reb.pdb, B, 80, 136
pdb3rnj.pdb, A, 376, 435
pdb3sem.pdb, B, 256, 311
pdb3shw.pdb, A, 481, 636
pdb3thk.pdb, B, 5, 60
pdb3tsw.pdb, B, 519, 635
pdb3tsz.pdb, A, 481, 636
pdb3tvt.pdb, A, 603, 777
pdb3u23.pdb, A, 111, 165
pdb3ua6.pdb, A, 85, 141
pdb3ua7.pdb, C, 84, 141
pdb3uat.pdb, A, 582, 713
pdb3uf4.pdb, A, 85, 141
pdb3ulr.pdb, B, 490, 545
pdb3vry.pdb, A, 85, 141
pdb3vrz.pdb, A, 85, 141
pdb3vs0.pdb, A, 85, 141
pdb3vs1.pdb, B, 85, 141
pdb3vs2.pdb, A, 85, 141
pdb3vs3.pdb, A, 85, 141
pdb3vs4.pdb, A, 85, 141
pdb3vs5.pdb, B, 85, 141
pdb3vs6.pdb, B, 85, 141
pdb3vs7.pdb, A, 85, 141
pdb3zl7.pdb, C, 7, 67
pdb4a63.pdb, F, 1059, 1117
pdb4afq.pdb, C, 3, 60
pdb4afs.pdb, C, 4, 60
pdb4afu.pdb, C, 4, 60
pdb4afz.pdb, C, 2, 59
pdb4ag1.pdb, C, 3, 59
pdb4ag2.pdb, C, 2, 59
pdb4cc2.pdb, A, 1517, 1573
pdb4cc3.pdb, G, 1516, 1574
pdb4cc4.pdb, D, 1515, 1573
pdb4cc7.pdb, K, 1516, 1574
pdb4d8d.pdb, C, 85, 141
pdb4d8k.pdb, A, 64, 119
pdb4dex.pdb, A, 63, 223
pdb4dey.pdb, A, 63, 223
pdb4e6r.pdb, B, 0, 168
pdb4eik.pdb, A, 85, 141
pdb4esr.pdb, B, 1054, 1109
pdb4f14.pdb, A, 958, 1013
pdb4f16.pdb, A, 6, 61
pdb4f17.pdb, A, 7, 61
pdb4fss.pdb, B, 281, 339
pdb4gbq.pdb, A, 1, 56
pdb4glm.pdb, A, 245, 300
pdb4hck.pdb, A, 80, 136
pdb4hvu.pdb, A, 85, 140
pdb4hvv.pdb, A, 85, 140
pdb4hvw.pdb, A, 83, 140
pdb4hxj.pdb, B, 84, 140
pdb4iim.pdb, B, 915, 969
pdb4iio.pdb, B, 900, 954
pdb4j9b.pdb, A, 64, 119
pdb4j9c.pdb, A, 64, 119
pdb4j9d.pdb, A, 65, 119
pdb4j9e.pdb, A, 65, 119
pdb4j9f.pdb, C, 64, 119
pdb4j9g.pdb, A, 64, 119
pdb4j9h.pdb, C, 64, 119
pdb4j9i.pdb, E, 64, 119
pdb4jjb.pdb, A, 64, 119
pdb4jjc.pdb, A, 64, 119
pdb4jjd.pdb, A, 62, 119
pdb4jz4.pdb, B, 84, 140
pdb4k11.pdb, A, 84, 140
pdb4krt.pdb, B, 275, 342
pdb4ln2.pdb, A, 869, 926
pdb4lnp.pdb, A, 795, 850
pdb4lud.pdb, B, 85, 141
pdb4lue.pdb, B, 85, 141
pdb4m4z.pdb, A, 36, 90
pdb4omo.pdb, A, 82, 140
pdb4orz.pdb, A, 81, 136
pdb4qt7.pdb, A, 84, 140
pdb4rtt.pdb, B, 729, 785
pdb4rtv.pdb, A, 84, 140
pdb4rtw.pdb, A, 85, 140
pdb4rtx.pdb, D, 83, 140
pdb4rty.pdb, A, 84, 140
pdb4rtz.pdb, A, 83, 140
pdb4rug.pdb, B, 729, 785
pdb4u5w.pdb, D, 83, 140
pdb4wci.pdb, A, 1, 57
pdb4wsi.pdb, A, 348, 410
pdb4x1v.pdb, A, 110, 165
pdb4z88.pdb, I, 1317, 1381
pdb4z89.pdb, A, 1317, 1381
pdb4z8a.pdb, A, 1445, 1507
pdb4znx.pdb, A, 84, 141
pdb4zw2.pdb, A, 40, 230
pdb5ec7.pdb, B, 84, 140
pdb5eca.pdb, A, 83, 140
pdb5fw9.pdb, A, 6, 61
pdb5fwb.pdb, A, 6, 61
pdb5fwc.pdb, A, 6, 61
